     278414, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00
     374397, 0.000000E+00, 6.424684E-06, 1.003867E-08, 4.280465E-02, 9.895970E-05
     470397, 0.000000E+00, 1.194111E-04, 1.665514E-06, 1.826341E-01, 4.621717E-03
     566413, 0.000000E+00, 3.715153E-04, 1.392381E-05, 3.303049E-01, 2.267109E-02
     662397, 0.000000E+00, 7.456274E-04, 4.879540E-05, 5.322760E-01, 5.823726E-02
     758397, 0.000000E+00, 1.443447E-03, 1.404866E-04, 9.274193E-01, 1.320540E-01
     854413, 0.000000E+00, 2.518955E-03, 3.077624E-04, 1.575095E+00, 2.488430E-01
     950397, 0.000000E+00, 4.695002E-03, 6.604488E-04, 2.986695E+00, 4.775797E-01
    1046397, 0.000000E+00, 8.751724E-03, 1.328617E-03, 5.542646E+00, 8.977376E-01
    1142381, 0.000000E+00, 1.540657E-02, 2.415456E-03, 9.962461E+00, 1.574435E+00
    1238413, 0.000000E+00, 2.899801E-02, 4.610500E-03, 1.843973E+01, 2.946973E+00
    1334397, 0.000000E+00, 5.054809E-02, 8.179626E-03, 3.154514E+01, 5.166682E+00
    1430397, 0.000000E+00, 9.387305E-02, 1.535380E-02, 5.909260E+01, 9.598791E+00
    1526413, 0.000000E+00, 1.736927E-01, 2.867140E-02, 1.086072E+02, 1.780069E+01
    1622397, 0.000000E+00, 3.037572E-01, 5.013899E-02, 1.944121E+02, 3.101558E+01
    1718397, 0.000000E+00, 5.687548E-01, 9.326182E-02, 3.593933E+02, 5.778631E+01
    1814413, 0.000000E+00, 9.887279E-01, 1.631391E-01, 6.147559E+02, 1.010452E+02
    1910397, 0.000000E+00, 1.833087E+00, 3.032974E-01, 1.151680E+03, 1.873971E+02
    2006397, 0.000000E+00, 3.388728E+00, 5.631489E-01, 2.116644E+03, 3.471978E+02
    2102413, 0.000000E+00, 5.923473E+00, 9.817575E-01, 3.788638E+03, 6.046833E+02
    2198397, 0.000000E+00, 1.108749E+01, 1.822352E+00, 7.003317E+03, 1.126316E+03
    2294397, 0.000000E+00, 1.927114E+01, 3.184232E+00, 1.197905E+04, 1.969231E+03
    2390381, 0.000000E+00, 3.572406E+01, 5.915597E+00, 2.244108E+04, 3.651827E+03
    2486413, 0.000000E+00, 6.603638E+01, 1.097922E+01, 4.124363E+04, 6.765590E+03
    2582397, 0.000000E+00, 1.154268E+02, 1.913623E+01, 7.382287E+04, 1.178276E+04
    2678397, 0.000000E+00, 2.160491E+02, 3.551577E+01, 1.364617E+05, 2.194689E+04
    2774413, 0.000000E+00, 3.755098E+02, 6.205265E+01, 2.334152E+05, 3.837128E+04
    2870397, 0.000000E+00, 6.960992E+02, 1.152742E+02, 4.372702E+05, 7.115704E+04
    2966397, 0.000000E+00, 1.286743E+03, 2.139404E+02, 8.036423E+05, 1.318294E+05
    3062413, 0.000000E+00, 2.249127E+03, 3.728820E+02, 1.438456E+06, 2.295902E+05
    3158397, 0.000000E+00, 4.209779E+03, 6.920417E+02, 2.658989E+06, 4.276410E+05
    3254397, 0.000000E+00, 7.316913E+03, 1.209120E+03, 4.548151E+06, 7.476745E+05
    3350413, 0.000000E+00, 1.356367E+04, 2.246157E+03, 8.520319E+06, 1.386513E+06
    3446397, 0.000000E+00, 2.507251E+04, 4.168692E+03, 1.565917E+07, 2.568729E+06
    3542397, 0.000000E+00, 4.382479E+04, 7.265708E+03, 2.802868E+07, 4.473622E+06
    3638381, 0.000000E+00, 8.202859E+04, 1.348461E+04, 5.181107E+07, 8.332689E+06
    3734413, 0.000000E+00, 1.425719E+05, 2.356001E+04, 8.862186E+07, 1.456862E+07
    3830397, 0.000000E+00, 2.642916E+05, 4.376694E+04, 1.660205E+08, 2.701656E+07
    3926397, 0.000000E+00, 4.885441E+05, 8.122802E+04, 3.051229E+08, 5.005235E+07
    4022413, 0.000000E+00, 8.539373E+05, 1.415742E+05, 5.461460E+08, 8.716969E+07
    4118397, 0.000000E+00, 1.598348E+06, 2.627512E+05, 1.009552E+09, 1.623646E+08
    4214397, 0.000000E+00, 2.778049E+06, 4.590729E+05, 1.726820E+09, 2.838734E+08
    4310413, 0.000000E+00, 5.149788E+06, 8.528101E+05, 3.234953E+09, 5.264246E+08
    4406397, 0.000000E+00, 9.519408E+06, 1.582749E+06, 5.945399E+09, 9.752829E+08
    4502397, 0.000000E+00, 1.663919E+07, 2.758610E+06, 1.064179E+10, 1.698523E+09
    4598413, 0.000000E+00, 3.114421E+07, 5.119774E+06, 1.967137E+10, 3.163716E+09
    4694397, 0.000000E+00, 5.413096E+07, 8.945150E+06, 3.364751E+10, 5.531342E+09
    4790397, 0.000000E+00, 1.003449E+08, 1.661721E+07, 6.303384E+10, 1.025751E+10
    4886381, 0.000000E+00, 1.854880E+08, 3.084025E+07, 1.158475E+11, 1.900362E+10
    4982413, 0.000000E+00, 3.242185E+08, 5.375216E+07, 2.073579E+11, 3.309613E+10
    5078397, 0.000000E+00, 6.068525E+08, 9.976001E+07, 3.833014E+11, 6.164576E+10
    5174397, 0.000000E+00, 1.054755E+09, 1.742984E+08, 6.556298E+11, 1.077795E+11
    5270413, 0.000000E+00, 1.955245E+09, 3.237904E+08, 1.228230E+12, 1.998701E+11
    5366397, 0.000000E+00, 3.614279E+09, 6.009297E+08, 2.257318E+12, 3.702902E+11
    5462397, 0.000000E+00, 6.317480E+09, 1.047374E+09, 4.040420E+12, 6.448863E+11
    5558413, 0.000000E+00, 1.182468E+10, 1.943848E+09, 7.468724E+12, 1.201183E+12
    5654397, 0.000000E+00, 2.055218E+10, 3.396247E+09, 1.277511E+13, 2.100112E+12
    5750397, 0.000000E+00, 3.809845E+10, 6.309138E+09, 2.393237E+13, 3.894522E+12
    5846413, 0.000000E+00, 7.042512E+10, 1.170927E+10, 4.398442E+13, 7.215200E+12
    5942397, 0.000000E+00, 1.230977E+11, 2.040836E+10, 7.872865E+13, 1.256578E+13
    6038397, 0.000000E+00, 2.304068E+11, 3.787639E+10, 1.455300E+14, 2.340536E+13
    6134381, 0.000000E+00, 4.004643E+11, 6.617675E+10, 2.489263E+14, 4.092120E+13
    6230413, 0.000000E+00, 7.423577E+11, 1.229351E+11, 4.663284E+14, 7.588570E+13
    6326397, 0.000000E+00, 1.372251E+12, 2.281580E+11, 8.570471E+14, 1.405900E+14
    6422397, 0.000000E+00, 2.398589E+12, 3.976620E+11, 1.534047E+15, 2.448473E+14
    6518413, 0.000000E+00, 4.489532E+12, 7.380308E+11, 2.835687E+15, 4.560591E+14
    6614397, 0.000000E+00, 7.803145E+12, 1.289470E+12, 4.850391E+15, 7.973599E+14
    6710397, 0.000000E+00, 1.446502E+13, 2.395421E+12, 9.086521E+15, 1.478651E+15
    6806413, 0.000000E+00, 2.673866E+13, 4.445715E+12, 1.669978E+16, 2.739430E+15
    6902397, 0.000000E+00, 4.673711E+13, 7.748539E+12, 2.989128E+16, 4.770909E+15
    6998397, 0.000000E+00, 8.747967E+13, 1.438071E+13, 5.525408E+16, 8.886424E+15
    7094413, 0.000000E+00, 1.520462E+14, 2.512565E+13, 9.451106E+16, 1.553676E+16
    7190397, 0.000000E+00, 2.818545E+14, 4.667537E+13, 1.770531E+17, 2.881190E+16
    7286397, 0.000000E+00, 5.210094E+14, 8.662588E+13, 3.253994E+17, 5.337848E+16
    7382381, 0.000000E+00, 9.106843E+14, 1.509822E+14, 5.824391E+17, 9.296236E+16
