     326309, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.219340E-02
     422292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.253190E-02
     518292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.666199E-02
     614276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.001644E-02
     710292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 5.534426E-02
     806292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.074302E-01
     902276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.897945E-01
     998308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.521064E-01
    1094292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 6.501690E-01
    1190292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.132393E+00
    1286308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.107966E+00
    1382292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.680569E+00
    1478292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 6.829593E+00
    1574276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.264705E+01
    1670292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.206069E+01
    1766292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 4.108523E+01
    1862276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 7.173161E+01
    1958292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.330856E+02
    2054292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.464312E+02
    2150276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 4.298528E+02
    2246308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 8.005500E+02
    2342292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.397705E+03
    2438292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.593207E+03
    2534308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 4.801779E+03
    2630292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 8.375791E+03
    2726292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.559891E+04
    2822276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.723461E+04
    2918292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 5.052925E+04
    3014292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 9.356379E+04
    3110276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.632043E+05
    3206292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.039487E+05
    3302292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 5.306733E+05
    3398276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 9.845750E+05
    3494308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.823113E+06
    3590292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.180076E+06
    3686292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 5.922514E+06
    3782308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.034030E+07
    3878292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.918470E+07
    3974292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.552383E+07
    4070276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 6.196460E+07
    4166292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.154017E+08
    4262292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.014834E+08
    4358276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.738187E+08
    4454292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 6.921910E+08
    4550292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.207396E+09
    4646276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.248632E+09
    4742308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.925954E+09
    4838292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 7.283946E+09
    4934292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.348750E+10
    5030308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.352640E+10
    5126292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 4.381512E+10
    5222292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 7.649817E+10
    5318276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.419295E+11
    5414292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.628074E+11
    5510292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 4.584177E+11
    5606276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 8.537487E+11
    5702292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.490586E+12
    5798292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.765534E+12
    5894276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 5.120870E+12
    5990308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 8.932387E+12
    6086292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.663551E+13
    6182292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.904444E+13
    6278308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 5.388709E+13
    6374292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 9.978144E+13
    6470292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.740498E+14
    6566276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.241470E+14
    6662292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 5.659382E+14
    6758292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.050003E+15
    6854276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.944265E+15
    6950292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.391403E+15
    7046292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 6.316084E+15
    7142276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.102745E+16
    7238308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.045958E+16
    7334292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.788450E+16
    7430292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 6.608233E+16
    7526308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.230705E+17
    7622292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.148726E+17
    7718292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 3.986600E+17
    7814276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 7.381892E+17
    7910292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.287631E+18
    8006292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.398061E+18
    8102276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 4.186849E+18
    8198292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 7.767993E+18
    8294292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.438380E+19
    8390276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.508982E+19
    8486308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 4.672679E+19
