     278414, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00
     374397, 0.000000E+00, 3.891846E-05, 6.081067E-08, 2.592954E-01, 5.994628E-04
     470397, 0.000000E+00, 7.497183E-04, 1.015026E-05, 1.238009E+00, 2.846482E-02
     566413, 0.000000E+00, 2.558393E-03, 8.937032E-05, 2.396718E+00, 1.502274E-01
     662397, 0.000000E+00, 5.181337E-03, 3.258946E-04, 3.436076E+00, 3.991883E-01
     758397, 0.000000E+00, 9.156623E-03, 9.493083E-04, 4.513083E+00, 8.846396E-01
     854413, 0.000000E+00, 1.361752E-02, 2.025867E-03, 5.408737E+00, 1.539962E+00
     950397, 0.000000E+00, 1.950611E-02, 4.037912E-03, 6.383112E+00, 2.525362E+00
    1046397, 0.000000E+00, 2.635708E-02, 7.169804E-03, 7.343557E+00, 3.777115E+00
    1142381, 0.000000E+00, 3.336263E-02, 1.115831E-02, 8.256309E+00, 5.112951E+00
    1238413, 0.000000E+00, 4.213667E-02, 1.709970E-02, 9.318133E+00, 6.797472E+00
    1334397, 0.000000E+00, 5.096380E-02, 2.395753E-02, 1.031952E+01, 8.457567E+00
    1430397, 0.000000E+00, 6.187196E-02, 3.338768E-02, 1.151557E+01, 1.041441E+01
    1526413, 0.000000E+00, 7.400714E-02, 4.481205E-02, 1.276724E+01, 1.243709E+01
    1622397, 0.000000E+00, 8.602220E-02, 5.683211E-02, 1.393557E+01, 1.426904E+01
    1718397, 0.000000E+00, 1.006215E-01, 7.210831E-02, 1.525770E+01, 1.627014E+01
    1814413, 0.000000E+00, 1.148985E-01, 8.753873E-02, 1.645418E+01, 1.800270E+01
    1910397, 0.000000E+00, 1.320131E-01, 1.064601E-01, 1.775192E+01, 1.981399E+01
    2006397, 0.000000E+00, 1.504107E-01, 1.271189E-01, 1.900983E+01, 2.147211E+01
    2102413, 0.000000E+00, 1.680118E-01, 1.470594E-01, 2.006047E+01, 2.281093E+01
    2198397, 0.000000E+00, 1.886365E-01, 1.705382E-01, 2.114485E+01, 2.410861E+01
    2294397, 0.000000E+00, 2.080915E-01, 1.926946E-01, 2.204311E+01, 2.509488E+01
    2390381, 0.000000E+00, 2.305861E-01, 2.182540E-01, 2.289453E+01, 2.598327E+01
    2486413, 0.000000E+00, 2.538744E-01, 2.445921E-01, 2.362498E+01, 2.665259E+01
    2582397, 0.000000E+00, 2.753927E-01, 2.687830E-01, 2.413356E+01, 2.707183E+01
    2678397, 0.000000E+00, 2.997698E-01, 2.960088E-01, 2.456638E+01, 2.734169E+01
    2774413, 0.000000E+00, 3.220285E-01, 3.206644E-01, 2.484823E+01, 2.741822E+01
    2870397, 0.000000E+00, 3.469771E-01, 3.480571E-01, 2.499847E+01, 2.733340E+01
    2966397, 0.000000E+00, 3.720137E-01, 3.752826E-01, 2.502426E+01, 2.708686E+01
    3062413, 0.000000E+00, 3.945087E-01, 3.995167E-01, 2.491758E+01, 2.674279E+01
    3158397, 0.000000E+00, 4.193331E-01, 4.260216E-01, 2.469047E+01, 2.624222E+01
    3254397, 0.000000E+00, 4.414407E-01, 4.494044E-01, 2.440396E+01, 2.570097E+01
    3350413, 0.000000E+00, 4.656478E-01, 4.747728E-01, 2.397786E+01, 2.501691E+01
    3446397, 0.000000E+00, 4.893887E-01, 4.994212E-01, 2.347437E+01, 2.426368E+01
    3542397, 0.000000E+00, 5.102916E-01, 5.209388E-01, 2.295169E+01, 2.354112E+01
    3638381, 0.000000E+00, 5.329360E-01, 5.440664E-01, 2.231685E+01, 2.270299E+01
    3734413, 0.000000E+00, 5.527543E-01, 5.641542E-01, 2.170840E+01, 2.192830E+01
    3830397, 0.000000E+00, 5.741121E-01, 5.856503E-01, 2.099329E+01, 2.105659E+01
    3926397, 0.000000E+00, 5.947409E-01, 6.062732E-01, 2.025380E+01, 2.018386E+01
    4022413, 0.000000E+00, 6.126666E-01, 6.240901E-01, 1.957414E+01, 1.940516E+01
    4118397, 0.000000E+00, 6.318622E-01, 6.430711E-01, 1.881165E+01, 1.855434E+01
    4214397, 0.000000E+00, 6.484846E-01, 6.594347E-01, 1.812393E+01, 1.780635E+01
    4310413, 0.000000E+00, 6.662309E-01, 6.768379E-01, 1.736738E+01, 1.699912E+01
    4406397, 0.000000E+00, 6.832248E-01, 6.934478E-01, 1.662049E+01, 1.622019E+01
    4502397, 0.000000E+00, 6.978874E-01, 7.077426E-01, 1.596489E+01, 1.554513E+01
    4598413, 0.000000E+00, 7.134954E-01, 7.229278E-01, 1.525354E+01, 1.482510E+01
    4694397, 0.000000E+00, 7.269415E-01, 7.359912E-01, 1.462902E+01, 1.420445E+01
    4790397, 0.000000E+00, 7.412350E-01, 7.498655E-01, 1.396139E+01, 1.354490E+01
    4886381, 0.000000E+00, 7.548718E-01, 7.630957E-01, 1.331592E+01, 1.291627E+01
    4982413, 0.000000E+00, 7.666042E-01, 7.744774E-01, 1.276021E+01, 1.237589E+01
    5078397, 0.000000E+00, 7.790654E-01, 7.865662E-01, 1.216567E+01, 1.180246E+01
    5174397, 0.000000E+00, 7.897807E-01, 7.969666E-01, 1.164938E+01, 1.130940E+01
    5270413, 0.000000E+00, 8.011549E-01, 8.080137E-01, 1.110277E+01, 1.078546E+01
    5366397, 0.000000E+00, 8.119934E-01, 8.185488E-01, 1.057787E+01, 1.028502E+01
    5462397, 0.000000E+00, 8.213092E-01, 8.276111E-01, 1.012789E+01, 9.853274E+00
    5558413, 0.000000E+00, 8.311954E-01, 8.372343E-01, 9.647719E+00, 9.392910E+00
    5654397, 0.000000E+00, 8.396899E-01, 8.455092E-01, 9.231307E+00, 8.994843E+00
    5750397, 0.000000E+00, 8.486994E-01, 8.542914E-01, 8.790088E+00, 8.569314E+00
    5846413, 0.000000E+00, 8.572759E-01, 8.626564E-01, 8.365927E+00, 8.160299E+00
    5942397, 0.000000E+00, 8.646401E-01, 8.698413E-01, 8.001328E+00, 7.805439E+00
    6038397, 0.000000E+00, 8.724455E-01, 8.774567E-01, 7.611315E+00, 7.425133E+00
    6134381, 0.000000E+00, 8.791422E-01, 8.839911E-01, 7.272299E+00, 7.094859E+00
    6230413, 0.000000E+00, 8.862335E-01, 8.909091E-01, 6.911941E+00, 6.740618E+00
    6326397, 0.000000E+00, 8.929706E-01, 8.974791E-01, 6.564672E+00, 6.399297E+00
    6422397, 0.000000E+00, 8.987432E-01, 9.031056E-01, 6.265499E+00, 6.102809E+00
