     326309, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 7.386330E-02
     422292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.040844E-01
     518292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.177735E-01
     614276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.289071E-01
     710292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.421615E-01
     806292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.604893E-01
     902276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.813195E-01
     998308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.050404E-01
    1094292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.290466E-01
    1190292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.499472E-01
    1286308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.680879E-01
    1382292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.812008E-01
    1478292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.892390E-01
    1574276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.913667E-01
    1670292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.879938E-01
    1766292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.786224E-01
    1862276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.649693E-01
    1958292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.460440E-01
    2054292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.228872E-01
    2150276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.982631E-01
    2246308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.703641E-01
    2342292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.424495E-01
    2438292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 1.127587E-01
    2534308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 8.270459E-02
    2630292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 5.497155E-02
    2726292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.740163E-02
    2822276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 2.567433E-03
    2918292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, -2.119811E-02
    3014292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, -4.300158E-02
    3110276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, -6.138812E-02
    3206292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, -7.793218E-02
    3302292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, -9.148282E-02
    3398276, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, -1.030582E-01
    3494308, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, -1.124056E-01
    3590292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, -1.192343E-01
    3686292, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, -1.242468E-01
